date,account_id,currency,balance,inflow,outflow
2025-04-23,ACC-004,MXN,33406242.06,0.0,0.0
2025-01-19,ACC-003,COP,3965516434.88,91251321.52,35924064.41
2025-02-18,ACC-004,MXN,53295440.97,668081.76,863732.21
2025-05-08,ACC-002,USD,143441.56,0.0,4367.2
2025-04-23,ACC-003,COP,4007834452.05,107979695.24,28254556.01
2025-07-05,ACC-003,COP,,24099106.4,49327808.64
04/03/2025,ACC-003,COP,3847040224.76,90543436.98,97339722.32
2025-09-17,ACC-004,MXN,18628916.32,760156.4,1340280.97
2025-04-14,ACC-005,MXN,167973040.32,6830193.38,4662806.56
2025-01-18,ACC-001,COP,,83809250.71,125484708.43
2025-02-12,ACC-005,MXN,156934232.38,5431034.03,4011471.96
04/04/2025,ACC-006,USD,185160.4,6950.83,6296.23
2025-09-15,ACC-004,MXN,4377300.056040549,120151.66,1022482.4003292918
2025-07-09,ACC-001,COP,2712210706.3,181166620.78,53124073.7
2025-03-15,ACC-004,MXN,44684642.17,0.0,1768171.0
2025-01-18,ACC-002,USD,176759.19,2748.82,0.0
2025-03-19,ACC-005,MXN,167862586.33,5872802.07,5990744.93
2025-06-10,ACC-005,MXN,134270802.03,6309590.65,3037548.89
2025-08-24,ACC-005,MXN,104099648.62,1329798.65,302786.06
2025-04-29,ACC-001,cop,,0.0,66247383.34
11/07/2025,ACC-006,USD,138117.17,4576.44,3306.76
2025-04-07,ACC-001,Colombian Peso,2497593408.32,,179827890.94
01/05/2025,ACC-005,MXN,149162863.55,3872492.86,6338370.81
05-10-2025,ACC-003,COP,3523202095.42,133972552.02,36525241.37
2025-08-29,ACC-002,USD,108259.2,3989.75,4154.93
2025-03-18,ACC-002,USD,191042.53,8930.95,0.0
2025-05-17,ACC-004,MXN,,,0.0
2025-08-27,ACC-004,MXN,,1164242.6,163133.89
2025-08-22,ACC-002,USD,,4784.71,2701.3
09-23-2025,ACC-005,MXN,107508690.18,1858004.37,2341229.91
2025-07-02,ACC-002,usd,,2294.9,9569.49
2025-09-20,ACC-003,COP,2928710990.96,26459714.84,78639508.64
2025-07-11,ACC-003,COP,2863301314.53,62397707.97,106398716.24
2025-07-30,ACC-001,COP,2522861795.1,79801588.64,27335033.02
30/08/2025,ACC-004,MXN,20050010.41,0.0,747811.23
2025-03-04,ACC-004,MXN,53795795.2,2589986.87,
2025-02-11,ACC-002,USD,153689.53,5352.85,2966.55
2025-02-24,ACC-002,USD,154048.54,5081.71,3692.95
2025-04-13,ACC-002,USD,160220.82,2279.75,5122.94
2025-06-25,ACC-006,USD,127693.31,5587.67,2236.47
2025-04-24,ACC-006,USD,163053.54,6810.11,5860.43
2025-01-24,ACC-001,COP,2890836050.66,,107145190.46
2025-01-24,ACC-004,MXN,72100790.82,2635193.11,2300830.3
2025-01-23,ACC-003,COP,3987405927.09,112406509.78,116958164.45
03-21-2025,ACC-005,MXN,170197433.25,8708088.48,4873779.17
2025-02-17,ACC-003,cop,4015531448.1,115538995.34,63406220.15
2025-02-08,ACC-006,USD,220245.31,4415.49,1268.5
2025-01-20,ACC-004,MXN,65647507.31,3393378.84,2315375.08
2025-06-12,ACC-005,MXN,134092477.79,3895527.43,4145371.24
2025-01-08,ACC-004,MXN,77735867.23,3072224.65,5150865.59
2025-08-07,ACC-002,USD,123598.79,6261.26,2854.96
2025-03-19,ACC-006,USD,215301.59,3954.85,12449.96
2025-03-16,ACC-002,USD,180627.89302416067,510.21,777.91
20/07/2025,ACC-004,MXN,,251116.68,0.0
2025-08-17,ACC-001,COP,2529603665.57,94731159.31,0.0
2025-03-23,ACC-002,USD,43407.57777809724,0.0,6371.330313434236
2025-08-28,ACC-005,MXN,104307362.98,3782430.79,2699114.29
26/01/2025,ACC-003,COP,4063642535.53,12515320.81,41620236.5
2025-01-26,ACC-006,US Dollar,243308.11,4301.29,1659.5
2025-01-16,ACC-001,Colombian Peso,3041942170.29,239358664.58,62573963.52
2025-06-01,ACC-005,MXN,,,123119.08
2025-08-11,ACC-002,USD,119095.16,4496.77,5354.66
2025-02-04,ACC-001,COP,2546213479.44,127901830.42,67661711.14
2025-05-04,ACC-004,MXN,8512941.92832228,199551.65,3324886.556660942
2025-04-10,ACC-002,USD,164002.04,0.0,0.0
2025-09-07,ACC-006,USD,152445.28,4087.43,974.54
2025-03-02,ACC-002,USD,168032.47,,2118.16
2025-08-23,ACC-004,mxn,22021220.57,0.0,607225.14
31/03/2025,ACC-004,MXN,33293840.21,438472.87,626432.26
2025-02-05,ACC-004,MXN,66046942.22,909042.37,0.0
30/05/2025,ACC-002,US Dollar,138411.86,8870.84,3359.9
31/01/2025,ACC-004,MXN,75113780.3707718,0.0,93069.49
06-10-2025,ACC-002,USD,145629.45,1497.87,456.03
2025-07-04,ACC-005,MXN,138764414.61,5585298.38,3636584.02
2025-09-07,ACC-001,COP,2160199516.76,0.0,0.0
2025-01-25,ACC-001,COP,2932705076.65,83755727.69,41886701.71
21/04/2025,ACC-001,cop,2385725556.88,59026358.75,92063979.42
2025-06-01,ACC-003,Colombian Peso,3115351568.9,27559045.85,34828117.23
2025-03-06,ACC-004,MXN,49975650.86,796694.15,3071583.23
2025-02-28,ACC-004,MXN,53259432.43,0.0,
2025-01-09,ACC-005,mxn,156390941.9,5456383.13,5811726.62
26/03/2025,ACC-002,USD,185118.4,4826.89,8485.47
01-19-2025,ACC-004,MXN,64569503.55,1492048.38,0.0
2025-09-10,ACC-005,Mexican Peso,109047044.23,2831613.44,3646080.02
08/03/2025,ACC-004,MXN,49642467.93,0.0,0.0
2025-07-15,ACC-005,MXN,127678775.77,1716899.82,4018695.99
2025-02-23,ACC-005,MXN,155735379.42,2795635.24,1647474.73
2025-02-17,ACC-003,cop,4017515853.5737386,115538995.34,63406220.15
2025-01-11,ACC-005,MXN,160452658.13,5234294.23,2386821.98
2025-03-16,ACC-006,USD,226354.13,5405.35,6233.84
2025-02-16,ACC-001,COP,2354119885.22,3368694.65,25682222.18
2025-04-08,ACC-005,MXN,163414769.39,2942102.62,1643137.74
2025-04-15,ACC-002,USD,165388.48,3700.91,2318.62
2025-07-13,ACC-001,COP,2615801697.17,60315420.79,67959567.24
2025-06-11,ACC-005,MXN,134342321.59,4320083.05,4248563.49
2025-04-08,ACC-002,USD,164497.86563780927,5845.16,5779.33
2025-08-17,ACC-002,usd,114360.43,3088.79,1720.14
2025-01-27,ACC-001,COP,2835521500.28,,69750405.9
2025-03-15,ACC-005,MXN,163999628.18,5049010.44,2082766.85
2025-04-18,ACC-005,MXN,162981194.94,4231599.24,1216946.04
2025-05-25,ACC-004,MXN,30314805.37,0.0,804871.55
2025-01-16,ACC-004,MXN,61199231.85,958978.7,4547203.75
07-23-2025,ACC-002,USD,126919.13,4495.02,0.0
2025-07-18,ACC-004,Mexican Peso,20138098.64,577380.63,241407.64
2025-06-04,ACC-006,USD,124062.77,3274.86,5439.71
2025-06-06,ACC-005,MXN,133236300.75,4454095.79,5065004.71
2025-08-22,ACC-006,USD,141603.99,2401.36,3234.08
2025-01-28,ACC-004,MXN,75113057.07,1701490.54,0.0
2025-04-06,ACC-004,MXN,33300785.71,0.0,0.0
2025-01-16,ACC-002,USD,170392.16,182.17,5380.15
2025-03-30,ACC-005,MXN,159789844.15,6224230.22,3317329.93
2025-05-26,ACC-002,USD,140282.72,5457.46,9100.23
2025-04-03,ACC-004,MXN,33857875.59,1074336.93,0.0
2025-02-27,ACC-006,USD,251872.89,7537.16,6000.86
2025-03-05,ACC-003,COP,3845777340.1,88007313.34,89270198.0
2025-09-10,ACC-001,COP,2166748784.85,0.0,40643865.06
02-26-2025,ACC-004,MXN,,1318752.87,0.0
2025-03-12,ACC-002,USD,177722.8,8219.8,7894.49
2025-03-10,ACC-004,MXN,49361069.89,4089573.83,5031805.34
14/06/2025,ACC-001,COP,3130278984.13,0.0,0.0
2025-04-11,ACC-002,USD,163064.02,8205.83,9143.85
2025-02-02,ACC-006,USD,241581.55,933.52,576.37
2025-07-27,ACC-001,COP,2587426357.75,12785714.66,46511698.38
2025-05-25,ACC-003,COP,,76355599.79,69922650.21
2025-09-20,ACC-001,COP,2425618383.58,109279016.02,4029569.41
13/03/2025,ACC-002,USD,183669.58,9780.89,3834.11
2025-04-18,ACC-002,USD,157284.78,10221.88,8513.28
2025-04-19,ACC-003,COP,3877114644.45,0.0,24132455.55
2025-01-21,ACC-001,COP,2935141386.24,142166289.61,133379915.79
2025-07-19,ACC-001,COP,2682811747.5022993,66049285.17,0.0
2025-04-08,ACC-001,COP,2479341079.17,5804052.3,24056381.45
2025-09-18,ACC-004,MXN,18724223.65,505794.46,410487.13
18/05/2025,ACC-003,COP,3392179520.88,104173199.99,58434807.46
2025-05-21,ACC-006,USD,148036.15,4357.41,8390.98
20/05/2025,ACC-001,COP,2467960062.63,,
2025-03-20,ACC-002,usd,188066.8,0.0,2424.43
2025-09-13,ACC-003,COP,2876742981.27,0.0,0.0
2025-04-06,ACC-003,COP,4000991028.4,109497405.63,109192519.23
01-21-2025,ACC-006,USD,237355.19,4186.52,10149.69
06/01/2025,ACC-002,USD,179569.91,6806.88,7787.25
2025-04-02,ACC-003,COP,4076210217.79,153126876.27,111053425.07
2025-03-09,ACC-006,USD,228140.2,4389.65,2531.42
2025-08-08,ACC-006,USD,145088.75,5655.32,9150.22
2025-07-26,ACC-003,COP,3010017600.17,17317712.77,6246766.09
2025-03-06,ACC-005,MXN,158211579.62,6138260.14,2503621.94
2025-08-19,ACC-002,USD,17670.962626542118,3242.96,
2025-06-18,ACC-002,USD,139963.07,4155.38,3851.9
09/05/2025,ACC-001,COP,2534331123.9,101717278.29,56238348.63
2025-03-15,ACC-006,USD,,791.55,792.34
2025-05-03,ACC-002,USD,149034.47,1832.69,2663.98
2025-01-01,ACC-003,COP,4007800005.09,129750099.22,
2025-02-13,ACC-002,USD,150604.67,3405.92,9271.3
2025-08-16,ACC-004,MXN,23372808.57,,0.0
2025-05-13,ACC-003,COP,3379711566.58,68941375.49,193055335.33
2025-06-23,ACC-003,COP,2899291802.26,111211290.54,119839778.76
05-27-2025,ACC-002,USD,137903.6,1044.32,3423.44
2025-07-14,ACC-002,USD,131691.58,3366.46,4449.86
2025-08-29,ACC-005,MXN,,3743215.91,3246142.68
2025-06-01,ACC-001,COP,2803987342.7,91546268.31,12498944.05
05-16-2025,ACC-004,Mexican Peso,,1824200.9,255437.71
2025-07-02,ACC-005,MXN,136677103.01,6620764.29,5253249.31
2025-03-24,ACC-004,MXN,33106524.6,1706575.15,2304961.24
2025-08-12,ACC-005,MXN,109822641.71,2226492.28,3331720.32
2025-01-26,ACC-005,MXN,160956014.38,3212305.28,3646755.28
02-01-2025,ACC-006,USD,241224.4,986.05,6447.61
2025-07-12,ACC-006,USD,135499.54,681.98,3299.6
2025-02-08,ACC-004,mxn,56888514.93,,5219440.57
27/04/2025,ACC-003,COP,3685775127.09,19572983.58,62794590.43
05-15-2025,ACC-003,COP,3436872383.85,133484181.91,
2025-06-27,ACC-002,USD,132340.72,3239.76,7223.39
2025-06-01,ACC-004,mxn,28631699.64,,1401648.33
2025-08-22,ACC-005,MXN,103960835.17,4539706.8,4866261.11
2025-01-14,ACC-003,COP,3885436953.47,64373834.52,94177212.26
2025-02-06,ACC-005,MXN,157925875.44,2791095.72,7792535.61
04-11-2025,ACC-005,MXN,165722233.14,7398309.93,3564750.4
2025-04-23,ACC-005,MXN,162595807.96,5925027.14,4158919.71
2025-07-19,ACC-003,COP,2941005181.55,24331802.7,89767907.74
2025-07-01,ACC-005,MXN,135309588.03,3718437.1,1867786.26
2025-01-02,ACC-005,MXN,151036788.01,6466087.15,
2025-02-22,ACC-005,MXN,154587218.9,2603571.41,3211557.67
08/06/2025,ACC-005,MXN,129904679.84,0.0,1967150.27
2025-02-16,ACC-003,COP,3963398672.9,42587244.5,11093792.6
2025-04-24,ACC-002,USD,162069.69,5078.31,3347.25
06-21-2025,ACC-004,MXN,26167465.34,101538.72,149851.94
2025-02-25,ACC-001,COP,2328366665.01,94861707.53,88089150.81
03/01/2025,ACC-005,MXN,149764728.92,5444866.2,6716925.29
2025-03-20,ACC-006,USD,214266.48,6261.99,7297.1
2025-06-23,ACC-005,MXN,138647722.31,6209443.68,4887131.31
2025-03-20,ACC-004,MXN,35735467.26,0.0,1423949.07
2025-09-02,ACC-006,USD,152923.84,3719.49,1746.38
02-20-2025,ACC-006,USD,234731.94,6255.74,
2025-06-20,ACC-001,COP,3129446167.05,0.0,129066996.04
2025-02-15,ACC-005,MXN,151519954.15,250193.06,1830280.56
2025-07-05,ACC-006,USD,137044.86,3380.14,2161.85
2025-02-22,ACC-004,MXN,56219096.66,2500741.53,858389.58
2025-05-24,ACC-006,USD,141415.01,2190.52,5287.71
2025-07-16,ACC-005,MXN,129531906.56,3276713.01,1423582.22
02-25-2025,ACC-002,USD,159970.16,10314.55,4392.93
2025-02-26,ACC-002,usd,168517.78,10135.35,1587.73
2025-05-23,ACC-002,USD,138585.36,0.0,4667.49
2025-09-22,ACC-001,COP,2417147045.98,91282906.41,178075021.41
2025-05-20,ACC-002,USD,148278.74,5124.05,1330.92
2025-09-19,ACC-006,USD,152901.2,775.77,662.82
2025-01-28,ACC-002,USD,168567.9,752.5,
2025-03-19,ACC-004,MXN,37159416.33,2310388.31,1486390.26
2025-02-24,ACC-001,COP,2321594108.29,112672041.69,
2025-08-23,ACC-002,USD,113084.23,3046.85,2288.86
14/07/2025,ACC-003,COP,2892220723.21,45426868.66,41369411.97
2025-06-02,ACC-006,USD,132523.86,3444.92,3318.16
2025-06-25,ACC-002,USD,137832.15,1852.48,2894.9
2025-07-24,ACC-002,USD,131698.62,4779.48,0.0
2025-04-03,ACC-004,MXN,33873012.422577985,1074336.93,0.0
2025-03-25,ACC-004,MXN,35201343.06,2094818.47,0.0
2025-03-28,ACC-005,MXN,157919213.05,5144503.42,4995634.76
05-16-2025,ACC-004,Mexican Peso,,1824200.9,255437.71
2025-02-21,ACC-006,USD,240798.07,10120.27,4054.14
2025-08-02,ACC-001,COP,2462148299.46,80929851.46,140775817.77
2025-06-20,ACC-004,MXN,26215778.56,895868.77,327915.08
07-18-2025,ACC-005,MXN,126180189.75,1173455.26,5262306.62
